filename,accession_number,detected_form,folder_form,csv_form,filing_date,cik,url,mismatch_flag,notes
0001181431-14-023841_rrd370652_419839.htm.html,0001181431-14-023841,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143114023841/0001181431-14-023841-index.html,False,
0001334036-25-000023_wk-form4_1741134381.html.html,0001334036-25-000023,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403625000023/0001334036-25-000023-index.html,False,
0001334036-23-000133_wk-form4_1691184244.html.html,0001334036-23-000133,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403623000133/0001334036-23-000133-index.html,False,
0001181431-13-013159_rrd372141.html.html,0001181431-13-013159,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143113013159/0001181431-13-013159-index.html,False,
0001334036-24-000102_powerofattorney_sislerxm001.jpg.html,0001334036-24-000102,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403624000102/0001334036-24-000102-index.html,False,
0001181431-14-038723_rrd420207.html.html,0001181431-14-038723,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143114038723/0001181431-14-038723-index.html,False,
0001334036-21-000141_0001334036-21-000141.txt.html,0001334036-21-000141,4,4,4,0141-00-01,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403621000141/0001334036-21-000141-index.html,False,
0001209191-20-020235_0001209191-20-020235.txt.html,0001209191-20-020235,4,4,4,0012-09-19,0001209191,https://www.sec.gov/Archives/edgar/data/0001334036/000120919120020235/0001209191-20-020235-index.html,False,
0001334036-24-000050_wk-form4_1709687574.xml.html,0001334036-24-000050,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403624000050/0001334036-24-000050-index.html,False,
0001334036-23-000160_wk-form4_1692316829.xml.html,0001334036-23-000160,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403623000160/0001334036-23-000160-index.html,False,
0001334036-23-000020_wf-form4_167667586983123.xml.html,0001334036-23-000020,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403623000020/0001334036-23-000020-index.html,False,
0001209191-19-009997_doc4.xml.html,0001209191-19-009997,4,4,4,0012-09-19,0001209191,https://www.sec.gov/Archives/edgar/data/0001334036/000120919119009997/0001209191-19-009997-index.html,False,
0001334036-25-000065_wk-form4_1749772848.xml.html,0001334036-25-000065,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403625000065/0001334036-25-000065-index.html,False,
0001181431-13-013157_rrd372148.xml.html,0001181431-13-013157,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143113013157/0001181431-13-013157-index.html,False,
0001181431-14-009979_rrd404030.html.html,0001181431-14-009979,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143114009979/0001181431-14-009979-index.html,False,
0001209191-15-064604_0001209191-15-064604.txt.html,0001209191-15-064604,4,4,4,0012-09-19,0001209191,https://www.sec.gov/Archives/edgar/data/0001334036/000120919115064604/0001209191-15-064604-index.html,False,
0001334036-22-000147_wf-form4_166086072557578.xml.html,0001334036-22-000147,4,4,4,6086-07-25,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403622000147/0001334036-22-000147-index.html,False,
0001334036-25-000075_0001334036-25-000075.txt.html,0001334036-25-000075,4,4,4,0075-00-01,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403625000075/0001334036-25-000075-index.html,False,
0001334036-23-000154_wk-form4_1692316499.html.html,0001334036-23-000154,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403623000154/0001334036-23-000154-index.html,False,
0001181431-11-026947_rrd310013.xml.html,0001181431-11-026947,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143111026947/0001181431-11-026947-index.html,False,
0001181431-14-023847_rrd411069.xml.html,0001181431-14-023847,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143114023847/0001181431-14-023847-index.html,False,
